R1451	6.5	E	
R1452	4.5	P	
R1453	4.9,3.6	P	
R1454	4.9	C	two-card ordering interaction (Relentless Reaper vs {Psyche!}); fails transfer — no general rule beyond this specific pairing. Nearest 4.9, which doesn't own ordering between arbitrary effect pairs
R1455	4.8,4.9,2.4	P	
R1456	1.1,4.3	P	
R1457	3.1	P	
R1458	1.1,1.7,6.5	P	
R1459	3.2	E	!TENSION:no-effect-plays playable even though the stealth isn't needed
R1460	2.2	P	
R1461	1.9,2.2	E	
R1462	4.5	P	
R1463	4.5	P	
R1464	4.5	P	
R1465	4.5,4.4	P	
R1466	2.1	C	reaction usable at the moment {Form of Corruption} is put into play, protecting only against that card; fails transfer beyond this pairing. Nearest 2.1, which covers generic sequencing, not this abnormal-entry reaction window
R1467	4.8,1.2	P	
R1468	3.7.2,3.4	P	
R1469	6.3,1.6	P	
R1470	3.7.7	P	
R1471	1.10,1.11	E	
R1472	6.2,3.3	E	
R1473	6.3,1.6	P	
R1474	5.2	C	confirms lock status alone doesn't bar targeting; fails non-obviousness — default targeting rules already establish this absent an explicit readiness restriction. Nearest 5.2
R1475	4.8,4.9	P	
R1476	4.4	E	
R1477	5.3,5.4	P	
R1478	6.2	C	clarifies this card's political effect does not grant control of the opponent's minion; fails transfer — a negative scope statement about this card's own text. Nearest 6.2
R1479	1.9	P	
R1480	3.7.5,3.1	P	
R1481	1.10,1.12	G	cards entering play with a variable (X) counter count burn immediately if X=0; recurs verbatim at {Secret Horde}.1 so it transfers, but no section owns "counter-count-on-entry" mechanics — 1.10 owns burn triggers, 1.12 owns counters on hosts, neither claims the entry convention
R1482	1.6	C	card-specific usage condition (cannot use the burn option while controlling a ready Kiasyd); fails transfer — applies only to this card's own gating clause. Nearest 1.6
R1483	1.12,5.3	E	
R1484	4.8,1.2	P	
R1485	1.8,4.3	P	
R1486	1.8,4.8	P	
R1487	1.1,4.3	E	!TENSION:no-effect-plays a prohibition on additional strikes bars playing one even for a side benefit
R1488	4.9,4.4	E	
R1489	4.9,4.2	E	
R1490	4.6,4.9	E	
R1491	4.9	E	
R1492	4.4,2.3	P	
R1493	6.5	P	
R1494	6.5	P	
R1495	6.5	P	
R1496	6.5	P	
R1497	6.5	E	
R1498	3.7.8,2.3	E	
R1499	4.5	C	confirms superior discipline doesn't change the card's stated prevention fraction; fails non-obviousness — card text controls and superior doesn't implicitly scale printed values. Nearest 4.5
R1500	4.5	P	
R1501	3.7.4	P	
R1502	3.7.7	P	
R1503	4.5	C	describes this card's own targeting placement (played on the vampire about to take the damage); fails transfer — restates the card's own text. Nearest 4.5
R1504	4.5,2.1	P	
R1505	4.5,4.4	P	
R1506	4.2,4.5	P	
R1507	4.6,4.7	P	
R1508	4.4	E	
R1509	4.9,4.7	P	
R1510	1.2,5.3	P	
R1511	4.9,5.2	P	
R1512	5.2,2.5	P	!TENSION:unlock-effect-outlives-source this "does not unlock as normal" effect ends when its source card is burned/removed; contrast {Rowan Ring}.5/.6 below, where the equivalent effect survives the source's own burning
R1513	4.4	E	
R1514	4.2,4.5	E	
R1515	4.6,4.7	E	
R1516	4.5,5.3	E	
R1517	2.5,1.6	E	!TENSION:unlock-effect-outlives-source here the "does not unlock as normal" effect survives the Ring being burned — opposite of {Rötschreck}.10 above
R1518	2.5,5.2	E	!TENSION:unlock-effect-outlives-source same persistence-survives-source-removal claim, opposite of {Rötschreck}.10
R1519	5.2,5.7	E	
R1520	6.2,2.5	E	
R1521	3.7.4	P	
R1522	1.2	G	"burn blood effects are cumulative" — nothing owns cumulative/stacking effects generally (watch-list gap, cf. {Betrayer}.3); 1.2 nearest as periodicity owner but doesn't claim stacking
R1523	1.7,3.3	P	
R1524	3.1	C	confirms no default restriction against choosing the same target vampire multiple times across copies; fails non-obviousness — absent an explicit restriction this is already assumed. Nearest 3.1
R1525	2.4,6.5	E	
R1526	1.6	E	
R1527	6.3	C	pure two-card interaction (Sacrificial Lamb + {Soul Gem of Etrius} transfer-lock); fails transfer beyond this specific equipment pairing. Nearest 6.3
R1528	1.10	P	
R1529	1.5,1.7	P	
R1530	4.10	C	obvious application — an ability requiring a target resource (equipment to steal) cannot fire absent that resource; fails non-obviousness. Nearest 4.10
R1531	3.1,1.14	E	
R1532	1.11	E	
R1533	1.7	P	
R1534	5.3	P	
R1535	4.1	C	confirms this card can be played by minions of methuselahs not involved in the combat because its own text carries no participation restriction; fails transfer/non-obviousness — reads the absence of a restriction literally. Nearest 4.1
R1536	2.3,2.4	P	
R1537	3.1,1.14	E	
R1538	4.4	P	
R1539	3.5,2.3	P	
R1540	3.5	P	
R1541	3.3	E	
R1542	3.7.5,3.7.6	P	
R1543	3.7.6,1.2	G	this card's per-play cap of one pool loss to a target regardless of vote count is the inverse of the cumulative/stacking watch-list gap (cf. {Betrayer}.3, {Sabbat Priest}.1 above) — "an effect capped once per card resolution, not per triggering instance" is a real transferable pattern with no owning section. Nearest 3.7.6 (votes) and 1.2 (stacking)
R1544	4.4	P	
R1545	4.6	E	!TENSION:no-effect-plays dodge is permitted although it accomplishes nothing against this card
R1546	4.3	E	
R1547	4.3	E	
R1548	2.4,6.3	E	
R1549	3.6,4.9	P	
R1550	3.6	P	
R1551	2.3	P	
R1552	1.12	C	card-specific counter/discipline-bonus mechanics; fails transfer — no other card shares this exact counter-to-discipline mapping. Nearest 1.12
R1553	1.6	P	
R1554	3.3,5.2	P	
R1555	3.3	E	
R1556	3.1	E	
R1557	3.3,5.2	E	
R1558	1.10,1.12	G	same gap as {Riddle Phantastique}.1 above — counter-count-on-entry burn convention has no owning section
R1559	3.5	P	
R1560	1.7	E	
R1561	3.1	P	
R1562	3.1	P	
R1563	1.5,1.7	P	
R1564	5.3	P	
R1565	1.13,5.3	E	
R1566	4.2	P	
R1567	3.3,5.2	P	
R1568	3.3	E	
R1569	3.1	E	
R1570	3.3,5.2	E	
R1571	3.7.7	P	
R1572	5.2	P	
R1573	5.2,5.7	E	
R1574	4.9	E	
R1575	4.9	E	
R1576	4.6	E	
R1577	1.1,1.7	P	
R1578	1.7	P	
R1579	6.3,1.6	P	
R1580	6.1	P	
R1581	1.10	E	
R1582	1.10	E	
R1583	1.6	C	an effect-created ally's "cost of zero" is a routine consequence of abnormal entry (not played from hand, so no cost was ever set); fails non-obviousness. Nearest 1.6
R1584	1.6	E	
R1585	3.7.3	E	
R1586	1.6	E	
R1587	5.5	E	
R1588	6.1,6.3	P	
R1589	1.3	E	
R1590	3.6	P	
R1591	3.6,3.3	P	
R1592	3.6	P	
R1593	3.6,1.11	P	
R1594	3.6,4.9	P	
R1595	3.6	P	
